1;41.14996;-8.614044
2;41.14993;-8.614813
3;41.15299;-8.612018
4;41.1536;-8.611996
5;41.14837;-8.61437
6;41.14795;-8.612149
7;41.14788;-8.611281
8;41.14784;-8.610926
9;41.1488;-8.612135
10;41.14717;-8.612186
11;41.14755;-8.613368
12;41.14599;-8.612215
13;41.15007;-8.617771
14;41.15159;-8.617603
15;41.15071;-8.621094
16;41.15022;-8.623055
17;41.14937;-8.622926
18;41.14964;-8.620875
19;41.15249;-8.618032
20;41.15224;-8.61792
21;41.1552;-8.61888
22;41.15416;-8.613308
23;41.15287;-8.613593
24;41.15374;-8.613251
25;41.15261;-8.620755
26;41.15073;-8.614271
27;41.15167;-8.61385
28;41.14916;-8.614964
29;41.14859;-8.615614
30;41.14762;-8.620204
31;41.1552;-8.610018
32;41.15185;-8.610143
33;41.15111;-8.607389
34;41.15023;-8.60775
35;41.15049;-8.608911
36;41.15016;-8.609421
37;41.14964;-8.609517
38;41.14922;-8.6095
39;41.15231;-8.606874
40;41.15117;-8.608475
41;41.1509;-8.609983
42;41.14981;-8.610211
43;41.1492;-8.61045
44;41.15363;-8.604746
45;41.15355;-8.60621
46;41.1436;-8.62163
47;41.14343;-8.621334
48;41.14316;-8.620948
49;41.14257;-8.620356
50;41.14239;-8.620086
51;41.14158;-8.618849
52;41.1415;-8.618714
53;41.14054;-8.616597
54;41.1405;-8.616468
55;41.14048;-8.616322
56;41.14049;-8.616189
57;41.14054;-8.616021
58;41.14143;-8.613438
59;41.14165;-8.61452
60;41.14125;-8.614502
61;41.14166;-8.615314
62;41.14095;-8.615317
63;41.14125;-8.610816
64;41.14066;-8.609663
65;41.14083;-8.609519
66;41.1418;-8.605206
67;41.1419;-8.602747
68;41.14203;-8.601671
69;41.14203;-8.600853
70;41.14199;-8.60048
71;41.14184;-8.599618
72;41.14165;-8.599053
73;41.1409;-8.597365
74;41.14426;-8.623574
75;41.15108;-8.609948
76;41.15173;-8.609568
77;41.15226;-8.609442
78;41.14859;-8.610959
79;41.15805;-8.61223
80;41.15734;-8.61265
81;41.14637;-8.617693
82;41.15207;-8.608223
83;41.14588;-8.613521
84;41.15148;-8.609498
85;41.15157;-8.609549
86;41.15725;-8.60997
87;41.15873;-8.609937
88;41.16044;-8.609951
89;41.15663;-8.611876
90;41.15516;-8.607632
91;41.15412;-8.607736
92;41.15452;-8.607695
93;41.15358;-8.60792
94;41.15544;-8.607651
95;41.1568;-8.607676
96;41.1576;-8.607144
97;41.15517;-8.605973
98;41.14703;-8.606807
99;41.14548;-8.615565
100;41.14603;-8.613873
101;41.14495;-8.617328
102;41.14278;-8.615279
103;41.14519;-8.610891
104;41.14274;-8.614152
105;41.15653;-8.620773
106;41.15629;-8.619326
107;41.14849;-8.619493
108;41.14861;-8.619337
109;41.1485;-8.618353
110;41.14847;-8.618287
111;41.14801;-8.618095
112;41.14726;-8.617018
113;41.14717;-8.6163
114;41.14718;-8.616215
115;41.14466;-8.611577
116;41.1449;-8.611736
117;41.14334;-8.605261
118;41.15524;-8.619068
119;41.16012;-8.607918
120;41.15735;-8.609162
